Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 15,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 16,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 17,532
commons-validator,org.apache.commons.validator.routines,CreditCardValidatorTest,testValidLength,Magic Number,The method contains a magic number: 18,532
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 124522,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050823,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 115922,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050824,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050822,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050830,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050816,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050901,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050801,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050731,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20051101,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20051001,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050701,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050630,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050110,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20060101,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20050101,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20041231,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 2,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testCompare,Magic Number,The method contains a magic number: 20000,50
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testDateValidatorMethods,Long Statement,The length of the statement "assertEquals(expectedZone`DateValidator.getInstance().validate(germanVal`germanPattern`Locale.GERMAN`zone)`"validate(C) both");" is 127.,124
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testDateValidatorMethods,Magic Number,The method contains a magic number: 20051231,124
commons-validator,org.apache.commons.validator.routines,DateValidatorTest,testDateValidatorMethods,Magic Number,The method contains a magic number: 20051231,124
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testCannotUpdate,Empty catch clause,The method has an empty catch block.,44
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayCC,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> DomainValidator.updateTLDOverride(ArrayType.COUNTRY_CODE_RO`"com"));" is 156.,87
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayGeneric,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> DomainValidator.updateTLDOverride(ArrayType.GENERIC_RO`"com"));" is 151.,94
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayInfra,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> DomainValidator.updateTLDOverride(ArrayType.INFRASTRUCTURE_RO`"com"));" is 158.,101
commons-validator,org.apache.commons.validator.routines,DomainValidatorStartupTest,testUpdateBaseArrayLocal,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> DomainValidator.updateTLDOverride(ArrayType.LOCAL_RO`"com"));" is 149.,108
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,closeQuietly,Empty catch clause,The method has an empty catch block.,59
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,download,Magic Number,The method contains a magic number: 60,73
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,download,Magic Number,The method contains a magic number: 60,73
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,download,Magic Number,The method contains a magic number: 1000,73
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,download,Magic Number,The method contains a magic number: 304,73
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,getHtmlInfo,Complex Conditional,The conditional expression com.contains("Not assigned") || com.contains("Retired") || typ.equals("test") is complex.,105
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,getHtmlInfo,Complex Method,Cyclomatic complexity of the method is 10,105
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,isNotInRootZone,Empty catch clause,The method has an empty catch block.,194
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,main,Complex Method,Cyclomatic complexity of the method is 18,267
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,main,Magic Number,The method contains a magic number: 2,267
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testIsIDNtoASCIIBroken,Long Statement,The length of the statement "final String[] props={"java.version"`"java.vendor"`"java.vm.specification.version"`"java.vm.specification.vendor"`"java.vm.specification.name"`"java.vm.version"`"java.vm.vendor"`"java.vm.name"`"java.specification.version"`"java.specification.vendor"`"java.specification.name"`"java.class.version"};" is 298.,497
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testUnicodeToASCII,Long Statement,The length of the statement "final String otherDots[][]={{"b\u3002"`"b."}`{"b\uFF0E"`"b."}`{"b\uFF61"`"b."}`{"\u3002"`"."}`{"\uFF0E"`"."}`{"\uFF61"`"."}};" is 125.,577
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testValidator306,Magic Number,The method contains a magic number: 63,603
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testValidator306,Magic Number,The method contains a magic number: 61,603
commons-validator,org.apache.commons.validator.routines,DomainValidatorTest,testValidator306,Magic Number,The method contains a magic number: 253,603
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,setUp,Magic Number,The method contains a magic number: 1234.5,34
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 10,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 20,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 10,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 20,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 10,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 20,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 10,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 20,75
commons-validator,org.apache.commons.validator.routines,DoubleValidatorTest,testDoubleRangeMinMax,Magic Number,The method contains a magic number: 10,75
